cnmc_code,canonical_description,category_id,category_name,sector,standard_uom,duplicate_count,affected_cpses,specifications
CNMC-BRG-DGBB-6205-OPEN-00059,DEEP GROOVE BALL BEARING 25X52X15MM OPEN TYPE C3 CLEARANCE ISO 15 IS 6455,MRO-BEARINGS,MRO-BEARINGS,Heavy Electrical Engineering,EA,1,CPSE-BHEL,"{""spec_text"": ""DEEP GROOVE BALL BEARING 25X52X15MM OPEN TYPE C3 CLEARANCE ISO 15 IS 6455""}"
CNMC-FAS-STUD-1-14INCHX200MM-B7-2H-00060,HIGH TENSILE ALLOY STEEL STUD BOLT 1-1/4 INCH X 200MM ASTM A193 B7 WITH 2 HEAVY HEX NUTS ASTM A194 2H,HARDWARE-FASTENERS,HARDWARE-FASTENERS,Coal Mining & Extraction,SET,1,CPSE-CIL,"{""spec_text"": ""HIGH TENSILE ALLOY STEEL STUD BOLT 1-1/4 INCH X 200MM ASTM A193 B7 WITH 2 HEAVY HEX NUTS ASTM A194 2H""}"
CNMC-BRG-DGBB-6310-ZZ-00061,DEEP GROOVE BALL BEARING 50X110X27MM METAL SHIELDS BOTH SIDES C3 CLEARANCE ISO 15 IS 6455,MRO-BEARINGS,MRO-BEARINGS,Thermal Power Generation,EA,1,CPSE-NTPC,"{""spec_text"": ""DEEP GROOVE BALL BEARING 50X110X27MM METAL SHIELDS BOTH SIDES C3 CLEARANCE ISO 15 IS 6455""}"
CNMC-PIPE-2INCH-SCH10S-ASTMA312TP304L-00062,SEAMLESS PIPE SIZE 2 INCH WALL THICKNESS SCH10S MATERIAL ASTM A312 TP304L ASME B36.10M / B36.19M,PIPING-TUBES,PIPING-TUBES,Refining & Petrochemicals,MTR,1,CPSE-IOCL,"{""spec_text"": ""SEAMLESS PIPE SIZE 2 INCH WALL THICKNESS SCH10S MATERIAL ASTM A312 TP304L ASME B36.10M / B36.19M""}"
CNMC-VLV-GATE-2INCH-150#-CF8M-00063,GATE VALVE 2 INCH CLASS 150# FLANGED RF OS&Y RISING STEM BODY CF8M TRIM 8 API 600 / API 602 / ASME B16.34,PIPING-VALVES,PIPING-VALVES,Oil & Gas Upstream,EA,1,CPSE-ONGC,"{""spec_text"": ""GATE VALVE 2 INCH CLASS 150# FLANGED RF OS&Y RISING STEM BODY CF8M TRIM 8 API 600 / API 602 / ASME B16.34""}"
CNMC-VLV-BALL-2INCH-150#-WCB-00064,3-PIECE BALL VALVE FULL BORE 2 INCH CLASS 150# FLANGED BODY WCB PTFE SEAT LEVER OPERATED BS 5351 / ASME B16.34,PIPING-VALVES,PIPING-VALVES,Coal Mining & Extraction,EA,1,CPSE-CIL,"{""spec_text"": ""3-PIECE BALL VALVE FULL BORE 2 INCH CLASS 150# FLANGED BODY WCB PTFE SEAT LEVER OPERATED BS 5351 / ASME B16.34""}"
CNMC-BRG-DGBB-6312-2RS1-00065,DEEP GROOVE BALL BEARING 60X130X31MM RUBBER SEALS BOTH SIDES C3 CLEARANCE ISO 15 IS 6455,MRO-BEARINGS,MRO-BEARINGS,Steel & Metals,EA,1,CPSE-SAIL,"{""spec_text"": ""DEEP GROOVE BALL BEARING 60X130X31MM RUBBER SEALS BOTH SIDES C3 CLEARANCE ISO 15 IS 6455""}"
CNMC-INS-RTD-PT100-DUPLEX-600MM-00066,RESISTANCE TEMPERATURE DETECTOR DUPLEX PT100 3-WIRE CLASS A SHEATH OD 6MM LENGTH 600MM SS316 IEC 60751,INSTRUMENTATION-CONTROL,INSTRUMENTATION-CONTROL,Thermal Power Generation,EA,1,CPSE-NTPC,"{""spec_text"": ""RESISTANCE TEMPERATURE DETECTOR DUPLEX PT100 3-WIRE CLASS A SHEATH OD 6MM LENGTH 600MM SS316 IEC 60751""}"
CNMC-CBL-LTXLPE-3.5CX240SQMM-1.1KV-00067,1.1KV GRADE 3.5C X 240 SQMM STRANDED ALUMINIUM CONDUCTOR XLPE INSULATED GALVANIZED STEEL ARMOURED PVC SHEATHED IS 7098,ELECTRICAL-CABLES,ELECTRICAL-CABLES,Heavy Electrical Engineering,MTR,1,CPSE-BHEL,"{""spec_text"": ""1.1KV GRADE 3.5C X 240 SQMM STRANDED ALUMINIUM CONDUCTOR XLPE INSULATED GALVANIZED STEEL ARMOURED PVC SHEATHED IS 7098""}"
CNMC-BRG-DGBB-6210-ZZ-00068,DEEP GROOVE BALL BEARING 50X90X20MM METAL SHIELDS BOTH SIDES C3 CLEARANCE ISO 15 IS 6455,MRO-BEARINGS,MRO-BEARINGS,Thermal Power Generation,EA,1,CPSE-NTPC,"{""spec_text"": ""DEEP GROOVE BALL BEARING 50X90X20MM METAL SHIELDS BOTH SIDES C3 CLEARANCE ISO 15 IS 6455""}"
CNMC-FAS-BOLT-M16X80MM-8.8-00069,HEXAGONAL HEAD BOLT HIGH TENSILE M16 X 80MM LENGTH PROPERTY CLASS 8.8 IS 1364 / ISO 4014 GALVANIZED,HARDWARE-FASTENERS,HARDWARE-FASTENERS,Steel & Metals,NO,1,CPSE-SAIL,"{""spec_text"": ""HEXAGONAL HEAD BOLT HIGH TENSILE M16 X 80MM LENGTH PROPERTY CLASS 8.8 IS 1364 / ISO 4014 GALVANIZED""}"
CNMC-VLV-GATE-4INCH-300#-WCB-00070,GATE VALVE 4 INCH CLASS 300# FLANGED RF OS&Y RISING STEM BODY WCB TRIM 8 API 600 / API 602 / ASME B16.34,PIPING-VALVES,PIPING-VALVES,Thermal Power Generation,EA,1,CPSE-NTPC,"{""spec_text"": ""GATE VALVE 4 INCH CLASS 300# FLANGED RF OS&Y RISING STEM BODY WCB TRIM 8 API 600 / API 602 / ASME B16.34""}"
CNMC-BRG-SPH-22316K-NORMAL-00071,SPHERICAL ROLLER BEARING 80X170X58MM TAPERED BORE 1:12 NORMAL CLEARANCE BRASS CAGE DIN 635 / ISO 15,MRO-BEARINGS,MRO-BEARINGS,Heavy Electrical Engineering,EA,1,CPSE-BHEL,"{""spec_text"": ""SPHERICAL ROLLER BEARING 80X170X58MM TAPERED BORE 1:12 NORMAL CLEARANCE BRASS CAGE DIN 635 / ISO 15""}"
CNMC-FLTR-CART-25MICRON-10INCH-PP-00072,SPUN BONDED CARTRIDGE FILTER RATING 25 MICRON LENGTH 10 INCH MATERIAL PP DOE TYPE FOR INDUSTRIAL PROCESS LIQUIDS,FILTERS-CONSUMABLES,FILTERS-CONSUMABLES,Heavy Electrical Engineering,EA,1,CPSE-BHEL,"{""spec_text"": ""SPUN BONDED CARTRIDGE FILTER RATING 25 MICRON LENGTH 10 INCH MATERIAL PP DOE TYPE FOR INDUSTRIAL PROCESS LIQUIDS""}"
CNMC-SEAL-SPRL-1INCH-150#-SS304-00073,SPIRAL WOUND METALLIC GASKET 1 INCH CLASS 150# CENTERING RING CS INNER RING SS304 GRAPHITE FILLER ASME B16.20,GASKETS-SEALING-PRODUCTS,GASKETS-SEALING-PRODUCTS,Steel & Metals,EA,1,CPSE-SAIL,"{""spec_text"": ""SPIRAL WOUND METALLIC GASKET 1 INCH CLASS 150# CENTERING RING CS INNER RING SS304 GRAPHITE FILLER ASME B16.20""}"
CNMC-BRG-SPH-22314-C3-00074,SPHERICAL ROLLER BEARING 70X150X51MM CYLINDRICAL BORE C3 CLEARANCE BRASS CAGE DIN 635 / ISO 15,MRO-BEARINGS,MRO-BEARINGS,Coal Mining & Extraction,EA,1,CPSE-CIL,"{""spec_text"": ""SPHERICAL ROLLER BEARING 70X150X51MM CYLINDRICAL BORE C3 CLEARANCE BRASS CAGE DIN 635 / ISO 15""}"
CNMC-BRG-SPH-22216-NORMAL-00075,SPHERICAL ROLLER BEARING 80X140X33MM CYLINDRICAL BORE NORMAL CLEARANCE BRASS CAGE DIN 635 / ISO 15,MRO-BEARINGS,MRO-BEARINGS,Heavy Electrical Engineering,EA,1,CPSE-BHEL,"{""spec_text"": ""SPHERICAL ROLLER BEARING 80X140X33MM CYLINDRICAL BORE NORMAL CLEARANCE BRASS CAGE DIN 635 / ISO 15""}"
CNMC-ELE-MCB-32A-1P-C-00076,MINIATURE CIRCUIT BREAKER 32A 1P 240/415V 10KA SHORT CKT CAPACITY C-CURVE TRIP IS/IEC 60898-1,ELECTRICAL-SWITCHGEAR,ELECTRICAL-SWITCHGEAR,Heavy Electrical Engineering,EA,3,"CPSE-BHEL, CPSE-IOCL, CPSE-ONGC","{""spec_text"": ""MINIATURE CIRCUIT BREAKER 32A 1P 240/415V 10KA SHORT CKT CAPACITY C-CURVE TRIP IS/IEC 60898-1""}"
CNMC-VLV-GATE-1INCH-150#-A105-00077,GATE VALVE 1 INCH CLASS 150# FLANGED RF OS&Y RISING STEM BODY A105 TRIM 8 API 600 / API 602 / ASME B16.34,PIPING-VALVES,PIPING-VALVES,Oil & Gas Upstream,EA,2,"CPSE-IOCL, CPSE-ONGC","{""spec_text"": ""GATE VALVE 1 INCH CLASS 150# FLANGED RF OS&Y RISING STEM BODY A105 TRIM 8 API 600 / API 602 / ASME B16.34""}"
CNMC-SEAL-SPRL-6INCH-150#-SS304-00078,SPIRAL WOUND METALLIC GASKET 6 INCH CLASS 150# CENTERING RING CS INNER RING SS304 GRAPHITE FILLER ASME B16.20,GASKETS-SEALING-PRODUCTS,GASKETS-SEALING-PRODUCTS,Oil & Gas Upstream,EA,1,CPSE-ONGC,"{""spec_text"": ""SPIRAL WOUND METALLIC GASKET 6 INCH CLASS 150# CENTERING RING CS INNER RING SS304 GRAPHITE FILLER ASME B16.20""}"
CNMC-INS-XMTR-PRESSURE-0-40BAR-4-20MAHART-00079,SMART PRESSURE TRANSMITTER RANGE 0-40 BAR OUTPUT 4-20MA HART DIAPHRAGM SS316L PROCESS CONN 1/2 INCH NPT ACCURACY 0.065%,INSTRUMENTATION-CONTROL,INSTRUMENTATION-CONTROL,Oil & Gas Upstream,EA,1,CPSE-ONGC,"{""spec_text"": ""SMART PRESSURE TRANSMITTER RANGE 0-40 BAR OUTPUT 4-20MA HART DIAPHRAGM SS316L PROCESS CONN 1/2 INCH NPT ACCURACY 0.065%""}"
CNMC-BRG-SPH-22216K-C3-00080,SPHERICAL ROLLER BEARING 80X140X33MM TAPERED BORE 1:12 C3 CLEARANCE BRASS CAGE DIN 635 / ISO 15,MRO-BEARINGS,MRO-BEARINGS,Thermal Power Generation,EA,1,CPSE-NTPC,"{""spec_text"": ""SPHERICAL ROLLER BEARING 80X140X33MM TAPERED BORE 1:12 C3 CLEARANCE BRASS CAGE DIN 635 / ISO 15""}"
CNMC-BRG-DGBB-6305-ZZ-00081,DEEP GROOVE BALL BEARING 25X62X17MM METAL SHIELDS BOTH SIDES C3 CLEARANCE ISO 15 IS 6455,MRO-BEARINGS,MRO-BEARINGS,Refining & Petrochemicals,EA,1,CPSE-IOCL,"{""spec_text"": ""DEEP GROOVE BALL BEARING 25X62X17MM METAL SHIELDS BOTH SIDES C3 CLEARANCE ISO 15 IS 6455""}"
CNMC-INS-GAUGE-0-16KGCM2-100MM-00082,INDUSTRIAL BOURDON TUBE PRESSURE GAUGE RANGE 0-16 KG/CM2 DIAL 100MM BOTTOM MOUNT 1/2 INCH NPT CASE SS304 IP65 ASME B40.100,INSTRUMENTATION-CONTROL,INSTRUMENTATION-CONTROL,Refining & Petrochemicals,EA,1,CPSE-IOCL,"{""spec_text"": ""INDUSTRIAL BOURDON TUBE PRESSURE GAUGE RANGE 0-16 KG/CM2 DIAL 100MM BOTTOM MOUNT 1/2 INCH NPT CASE SS304 IP65 ASME B40.100""}"
CNMC-INS-XMTR-PRESSURE-0-40BAR-4-20MAHART-00083,SMART PRESSURE TRANSMITTER RANGE 0-40 BAR OUTPUT 4-20MA HART DIAPHRAGM SS316L PROCESS CONN 1/2 INCH NPT ACCURACY 0.065%,INSTRUMENTATION-CONTROL,INSTRUMENTATION-CONTROL,Coal Mining & Extraction,EA,1,CPSE-CIL,"{""spec_text"": ""SMART PRESSURE TRANSMITTER RANGE 0-40 BAR OUTPUT 4-20MA HART DIAPHRAGM SS316L PROCESS CONN 1/2 INCH NPT ACCURACY 0.065%""}"
CNMC-CBL-LTXLPE-3.5CX240SQMM-1.1KV-00084,1.1KV GRADE 3.5C X 240 SQMM STRANDED ALUMINIUM CONDUCTOR XLPE INSULATED GALVANIZED STEEL ARMOURED PVC SHEATHED IS 7098,ELECTRICAL-CABLES,ELECTRICAL-CABLES,Oil & Gas Upstream,MTR,1,CPSE-ONGC,"{""spec_text"": ""1.1KV GRADE 3.5C X 240 SQMM STRANDED ALUMINIUM CONDUCTOR XLPE INSULATED GALVANIZED STEEL ARMOURED PVC SHEATHED IS 7098""}"
CNMC-BRG-DGBB-6204-OPEN-00085,DEEP GROOVE BALL BEARING 20X47X14MM OPEN TYPE C3 CLEARANCE ISO 15 IS 6455,MRO-BEARINGS,MRO-BEARINGS,Coal Mining & Extraction,EA,1,CPSE-CIL,"{""spec_text"": ""DEEP GROOVE BALL BEARING 20X47X14MM OPEN TYPE C3 CLEARANCE ISO 15 IS 6455""}"
CNMC-BRG-DGBB-6314-2RS1-00086,DEEP GROOVE BALL BEARING 70X150X35MM RUBBER SEALS BOTH SIDES C3 CLEARANCE ISO 15 IS 6455,MRO-BEARINGS,MRO-BEARINGS,Thermal Power Generation,EA,1,CPSE-NTPC,"{""spec_text"": ""DEEP GROOVE BALL BEARING 70X150X35MM RUBBER SEALS BOTH SIDES C3 CLEARANCE ISO 15 IS 6455""}"
CNMC-BRG-DGBB-6310-OPEN-00087,DEEP GROOVE BALL BEARING 50X110X27MM OPEN TYPE C3 CLEARANCE ISO 15 IS 6455,MRO-BEARINGS,MRO-BEARINGS,Steel & Metals,EA,1,CPSE-SAIL,"{""spec_text"": ""DEEP GROOVE BALL BEARING 50X110X27MM OPEN TYPE C3 CLEARANCE ISO 15 IS 6455""}"
CNMC-PIPE-2INCH-SCH40-ASTMA106GRB-00088,SEAMLESS PIPE SIZE 2 INCH WALL THICKNESS SCH40 MATERIAL ASTM A106 GR B ASME B36.10M / B36.19M,PIPING-TUBES,PIPING-TUBES,Heavy Electrical Engineering,MTR,1,CPSE-BHEL,"{""spec_text"": ""SEAMLESS PIPE SIZE 2 INCH WALL THICKNESS SCH40 MATERIAL ASTM A106 GR B ASME B36.10M / B36.19M""}"
CNMC-INS-XMTR-DIFFPRESSURE-0-10000MMWC-4-20MAHART-00089,SMART DIFF PRESSURE TRANSMITTER RANGE 0-10000 MMWC OUTPUT 4-20MA HART DIAPHRAGM SS316L PROCESS CONN 1/2 INCH NPT ACCURACY 0.065%,INSTRUMENTATION-CONTROL,INSTRUMENTATION-CONTROL,Coal Mining & Extraction,EA,1,CPSE-CIL,"{""spec_text"": ""SMART DIFF PRESSURE TRANSMITTER RANGE 0-10000 MMWC OUTPUT 4-20MA HART DIAPHRAGM SS316L PROCESS CONN 1/2 INCH NPT ACCURACY 0.065%""}"
CNMC-FLTR-CART-25MICRON-10INCH-PP-00090,SPUN BONDED CARTRIDGE FILTER RATING 25 MICRON LENGTH 10 INCH MATERIAL PP DOE TYPE FOR INDUSTRIAL PROCESS LIQUIDS,FILTERS-CONSUMABLES,FILTERS-CONSUMABLES,Heavy Electrical Engineering,EA,1,CPSE-BHEL,"{""spec_text"": ""SPUN BONDED CARTRIDGE FILTER RATING 25 MICRON LENGTH 10 INCH MATERIAL PP DOE TYPE FOR INDUSTRIAL PROCESS LIQUIDS""}"
CNMC-BRG-DGBB-6205-ZZ-00091,DEEP GROOVE BALL BEARING 25X52X15MM METAL SHIELDS BOTH SIDES C3 CLEARANCE ISO 15 IS 6455,MRO-BEARINGS,MRO-BEARINGS,Steel & Metals,EA,1,CPSE-SAIL,"{""spec_text"": ""DEEP GROOVE BALL BEARING 25X52X15MM METAL SHIELDS BOTH SIDES C3 CLEARANCE ISO 15 IS 6455""}"
CNMC-ELE-MCCB-100A-3P-25KA-00092,MOULDED CASE CIRCUIT BREAKER 100A 3P 415V AC 25KA THERMAL MAGNETIC TRIP UNIT IEC 60947-2,ELECTRICAL-SWITCHGEAR,ELECTRICAL-SWITCHGEAR,Thermal Power Generation,EA,1,CPSE-NTPC,"{""spec_text"": ""MOULDED CASE CIRCUIT BREAKER 100A 3P 415V AC 25KA THERMAL MAGNETIC TRIP UNIT IEC 60947-2""}"
CNMC-VLV-BALL-1INCH-300#-CF8M-00093,3-PIECE BALL VALVE FULL BORE 1 INCH CLASS 300# FLANGED BODY CF8M PTFE SEAT LEVER OPERATED BS 5351 / ASME B16.34,PIPING-VALVES,PIPING-VALVES,Thermal Power Generation,EA,1,CPSE-NTPC,"{""spec_text"": ""3-PIECE BALL VALVE FULL BORE 1 INCH CLASS 300# FLANGED BODY CF8M PTFE SEAT LEVER OPERATED BS 5351 / ASME B16.34""}"
CNMC-VLV-GATE-4INCH-300#-WCB-00094,GATE VALVE 4 INCH CLASS 300# FLANGED RF OS&Y RISING STEM BODY WCB TRIM 8 API 600 / API 602 / ASME B16.34,PIPING-VALVES,PIPING-VALVES,Heavy Electrical Engineering,EA,2,"CPSE-BHEL, CPSE-NTPC","{""spec_text"": ""GATE VALVE 4 INCH CLASS 300# FLANGED RF OS&Y RISING STEM BODY WCB TRIM 8 API 600 / API 602 / ASME B16.34""}"
CNMC-FAS-STUD-58INCHX110MM-B7-2H-00095,HIGH TENSILE ALLOY STEEL STUD BOLT 5/8 INCH X 110MM ASTM A193 B7 WITH 2 HEAVY HEX NUTS ASTM A194 2H,HARDWARE-FASTENERS,HARDWARE-FASTENERS,Coal Mining & Extraction,SET,1,CPSE-CIL,"{""spec_text"": ""HIGH TENSILE ALLOY STEEL STUD BOLT 5/8 INCH X 110MM ASTM A193 B7 WITH 2 HEAVY HEX NUTS ASTM A194 2H""}"
CNMC-FLG-SORF-3INCH-150#-A105-00096,FORGED CARBON STEEL FLANGE SORF SIZE 3 INCH CLASS 150# ASTM A105 ASME B16.5,PIPING-FITTINGS,PIPING-FITTINGS,Oil & Gas Upstream,EA,1,CPSE-ONGC,"{""spec_text"": ""FORGED CARBON STEEL FLANGE SORF SIZE 3 INCH CLASS 150# ASTM A105 ASME B16.5""}"
CNMC-ELE-CONT-70A-3TF48-230V-00097,3-POLE POWER CONTACTOR 70A AC-3 415V CONTROL COIL 230V AC 50HZ 1NO+1NC CONTACTS IEC 60947-4-1,ELECTRICAL-SWITCHGEAR,ELECTRICAL-SWITCHGEAR,Thermal Power Generation,EA,1,CPSE-NTPC,"{""spec_text"": ""3-POLE POWER CONTACTOR 70A AC-3 415V CONTROL COIL 230V AC 50HZ 1NO+1NC CONTACTS IEC 60947-4-1""}"
CNMC-BRG-DGBB-6314-2RS1-00098,DEEP GROOVE BALL BEARING 70X150X35MM RUBBER SEALS BOTH SIDES C3 CLEARANCE ISO 15 IS 6455,MRO-BEARINGS,MRO-BEARINGS,Thermal Power Generation,EA,1,CPSE-NTPC,"{""spec_text"": ""DEEP GROOVE BALL BEARING 70X150X35MM RUBBER SEALS BOTH SIDES C3 CLEARANCE ISO 15 IS 6455""}"
CNMC-CBL-LTXLPE-4CX16SQMM-1.1KV-00099,1.1KV GRADE 4C X 16 SQMM STRANDED ALUMINIUM CONDUCTOR XLPE INSULATED GALVANIZED STEEL ARMOURED PVC SHEATHED IS 7098,ELECTRICAL-CABLES,ELECTRICAL-CABLES,Steel & Metals,MTR,1,CPSE-SAIL,"{""spec_text"": ""1.1KV GRADE 4C X 16 SQMM STRANDED ALUMINIUM CONDUCTOR XLPE INSULATED GALVANIZED STEEL ARMOURED PVC SHEATHED IS 7098""}"
CNMC-BRG-SPH-22216-NORMAL-00100,SPHERICAL ROLLER BEARING 80X140X33MM CYLINDRICAL BORE NORMAL CLEARANCE BRASS CAGE DIN 635 / ISO 15,MRO-BEARINGS,MRO-BEARINGS,Steel & Metals,EA,1,CPSE-SAIL,"{""spec_text"": ""SPHERICAL ROLLER BEARING 80X140X33MM CYLINDRICAL BORE NORMAL CLEARANCE BRASS CAGE DIN 635 / ISO 15""}"
CNMC-BRG-SPH-22316-C3-00101,SPHERICAL ROLLER BEARING 80X170X58MM CYLINDRICAL BORE C3 CLEARANCE BRASS CAGE DIN 635 / ISO 15,MRO-BEARINGS,MRO-BEARINGS,Oil & Gas Upstream,EA,2,"CPSE-NTPC, CPSE-ONGC","{""spec_text"": ""SPHERICAL ROLLER BEARING 80X170X58MM CYLINDRICAL BORE C3 CLEARANCE BRASS CAGE DIN 635 / ISO 15""}"
CNMC-BRG-DGBB-6206-OPEN-00102,DEEP GROOVE BALL BEARING 30X62X16MM OPEN TYPE C3 CLEARANCE ISO 15 IS 6455,MRO-BEARINGS,MRO-BEARINGS,Steel & Metals,EA,1,CPSE-SAIL,"{""spec_text"": ""DEEP GROOVE BALL BEARING 30X62X16MM OPEN TYPE C3 CLEARANCE ISO 15 IS 6455""}"
CNMC-BRG-DGBB-6312-2RS1-00103,DEEP GROOVE BALL BEARING 60X130X31MM RUBBER SEALS BOTH SIDES C3 CLEARANCE ISO 15 IS 6455,MRO-BEARINGS,MRO-BEARINGS,Coal Mining & Extraction,EA,2,CPSE-CIL,"{""spec_text"": ""DEEP GROOVE BALL BEARING 60X130X31MM RUBBER SEALS BOTH SIDES C3 CLEARANCE ISO 15 IS 6455""}"
CNMC-VLV-GATE-2INCH-600#-A105-00104,GATE VALVE 2 INCH CLASS 600# FLANGED RF OS&Y RISING STEM BODY A105 TRIM 8 API 600 / API 602 / ASME B16.34,PIPING-VALVES,PIPING-VALVES,Steel & Metals,EA,1,CPSE-SAIL,"{""spec_text"": ""GATE VALVE 2 INCH CLASS 600# FLANGED RF OS&Y RISING STEM BODY A105 TRIM 8 API 600 / API 602 / ASME B16.34""}"
CNMC-BRG-DGBB-6206-OPEN-00105,DEEP GROOVE BALL BEARING 30X62X16MM OPEN TYPE C3 CLEARANCE ISO 15 IS 6455,MRO-BEARINGS,MRO-BEARINGS,Heavy Electrical Engineering,EA,2,"CPSE-BHEL, CPSE-IOCL","{""spec_text"": ""DEEP GROOVE BALL BEARING 30X62X16MM OPEN TYPE C3 CLEARANCE ISO 15 IS 6455""}"
CNMC-ELE-MCCB-250A-3P-36KA-00106,MOULDED CASE CIRCUIT BREAKER 250A 3P 415V AC 36KA THERMAL MAGNETIC TRIP UNIT IEC 60947-2,ELECTRICAL-SWITCHGEAR,ELECTRICAL-SWITCHGEAR,Thermal Power Generation,EA,1,CPSE-NTPC,"{""spec_text"": ""MOULDED CASE CIRCUIT BREAKER 250A 3P 415V AC 36KA THERMAL MAGNETIC TRIP UNIT IEC 60947-2""}"
CNMC-FAS-STUD-78INCHX150MM-B7-2H-00107,HIGH TENSILE ALLOY STEEL STUD BOLT 7/8 INCH X 150MM ASTM A193 B7 WITH 2 HEAVY HEX NUTS ASTM A194 2H,HARDWARE-FASTENERS,HARDWARE-FASTENERS,Thermal Power Generation,SET,1,CPSE-NTPC,"{""spec_text"": ""HIGH TENSILE ALLOY STEEL STUD BOLT 7/8 INCH X 150MM ASTM A193 B7 WITH 2 HEAVY HEX NUTS ASTM A194 2H""}"
CNMC-BRG-SPH-22320-NORMAL-00108,SPHERICAL ROLLER BEARING 100X215X73MM CYLINDRICAL BORE NORMAL CLEARANCE BRASS CAGE DIN 635 / ISO 15,MRO-BEARINGS,MRO-BEARINGS,Oil & Gas Upstream,EA,2,"CPSE-ONGC, CPSE-SAIL","{""spec_text"": ""SPHERICAL ROLLER BEARING 100X215X73MM CYLINDRICAL BORE NORMAL CLEARANCE BRASS CAGE DIN 635 / ISO 15""}"
CNMC-BRG-SPH-22224-C3-00109,SPHERICAL ROLLER BEARING 120X215X58MM CYLINDRICAL BORE C3 CLEARANCE BRASS CAGE DIN 635 / ISO 15,MRO-BEARINGS,MRO-BEARINGS,Refining & Petrochemicals,EA,1,CPSE-IOCL,"{""spec_text"": ""SPHERICAL ROLLER BEARING 120X215X58MM CYLINDRICAL BORE C3 CLEARANCE BRASS CAGE DIN 635 / ISO 15""}"
CNMC-BRG-SPH-22226-NORMAL-00110,SPHERICAL ROLLER BEARING 130X230X64MM CYLINDRICAL BORE NORMAL CLEARANCE BRASS CAGE DIN 635 / ISO 15,MRO-BEARINGS,MRO-BEARINGS,Coal Mining & Extraction,EA,6,"CPSE-BHEL, CPSE-CIL, CPSE-GAIL, CPSE-NTPC, CPSE-ONGC","{""spec_text"": ""SPHERICAL ROLLER BEARING 130X230X64MM CYLINDRICAL BORE NORMAL CLEARANCE BRASS CAGE DIN 635 / ISO 15""}"
CNMC-VLV-CHECK-6INCH-150#-WCB-00111,SWING CHECK NON RETURN VALVE 6 INCH CLASS 150# FLANGED RF BODY WCB TRIM 8 BS 1868 / ASME B16.34,PIPING-VALVES,PIPING-VALVES,Steel & Metals,EA,1,CPSE-SAIL,"{""spec_text"": ""SWING CHECK NON RETURN VALVE 6 INCH CLASS 150# FLANGED RF BODY WCB TRIM 8 BS 1868 / ASME B16.34""}"
CNMC-BRG-SPH-22218-C3-00112,SPHERICAL ROLLER BEARING 90X160X40MM CYLINDRICAL BORE C3 CLEARANCE BRASS CAGE DIN 635 / ISO 15,MRO-BEARINGS,MRO-BEARINGS,Coal Mining & Extraction,EA,1,CPSE-CIL,"{""spec_text"": ""SPHERICAL ROLLER BEARING 90X160X40MM CYLINDRICAL BORE C3 CLEARANCE BRASS CAGE DIN 635 / ISO 15""}"
CNMC-INS-GAUGE-0-16KGCM2-100MM-00113,INDUSTRIAL BOURDON TUBE PRESSURE GAUGE RANGE 0-16 KG/CM2 DIAL 100MM BOTTOM MOUNT 1/2 INCH NPT CASE SS304 IP65 ASME B40.100,INSTRUMENTATION-CONTROL,INSTRUMENTATION-CONTROL,Coal Mining & Extraction,EA,1,CPSE-CIL,"{""spec_text"": ""INDUSTRIAL BOURDON TUBE PRESSURE GAUGE RANGE 0-16 KG/CM2 DIAL 100MM BOTTOM MOUNT 1/2 INCH NPT CASE SS304 IP65 ASME B40.100""}"
CNMC-FAS-BOLT-M24X120MM-8.8-00114,HEXAGONAL HEAD BOLT HIGH TENSILE M24 X 120MM LENGTH PROPERTY CLASS 8.8 IS 1364 / ISO 4014 GALVANIZED,HARDWARE-FASTENERS,HARDWARE-FASTENERS,Coal Mining & Extraction,NO,1,CPSE-CIL,"{""spec_text"": ""HEXAGONAL HEAD BOLT HIGH TENSILE M24 X 120MM LENGTH PROPERTY CLASS 8.8 IS 1364 / ISO 4014 GALVANIZED""}"
CNMC-ELE-CONT-9A-3TF30-230V-00115,3-POLE POWER CONTACTOR 9A AC-3 415V CONTROL COIL 230V AC 50HZ 1NO+1NC CONTACTS IEC 60947-4-1,ELECTRICAL-SWITCHGEAR,ELECTRICAL-SWITCHGEAR,Coal Mining & Extraction,EA,2,"CPSE-CIL, CPSE-NTPC","{""spec_text"": ""3-POLE POWER CONTACTOR 9A AC-3 415V CONTROL COIL 230V AC 50HZ 1NO+1NC CONTACTS IEC 60947-4-1""}"
CNMC-BRG-SPH-22318-C3-00116,SPHERICAL ROLLER BEARING 90X190X64MM CYLINDRICAL BORE C3 CLEARANCE BRASS CAGE DIN 635 / ISO 15,MRO-BEARINGS,MRO-BEARINGS,Oil & Gas Upstream,EA,1,CPSE-ONGC,"{""spec_text"": ""SPHERICAL ROLLER BEARING 90X190X64MM CYLINDRICAL BORE C3 CLEARANCE BRASS CAGE DIN 635 / ISO 15""}"
CNMC-BRG-DGBB-6207-OPEN-00117,DEEP GROOVE BALL BEARING 35X72X17MM OPEN TYPE C3 CLEARANCE ISO 15 IS 6455,MRO-BEARINGS,MRO-BEARINGS,Oil & Gas Upstream,EA,1,CPSE-ONGC,"{""spec_text"": ""DEEP GROOVE BALL BEARING 35X72X17MM OPEN TYPE C3 CLEARANCE ISO 15 IS 6455""}"
