source_material_code,cpse_id,sector,plant_code,raw_description,cleaned_description,cnmc_code,canonical_description,category_id,standard_uom,source_uom,match_type,match_confidence,review_status,issue_flag,unit_price_inr,current_stock_qty,annual_procurement_qty
MAT-648495,CPSE-NTPC,Thermal Power Generation,NTPC-DADRI-POWER-STATION,MCB 10A 1P C CURVE 10KA,mcb 10a 1p c curve 10ka,CNMC-ELE-MCB-10A-1P-C-00046,MINIATURE CIRCUIT BREAKER 10A 1P 240/415V 10KA SHORT CKT CAPACITY C-CURVE TRIP IS/IEC 60898-1,ELECTRICAL-SWITCHGEAR,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,265.55,12,55
MAT-917567,CPSE-SAIL,Steel & Metals,SAIL-DURGAPUR-STEEL-PLANT,CARTRIDGE FILTER 10 MICRON 20 INCH PP,cartridge filter 10 micron 20 inch pp,CNMC-FLTR-CART-10MICRON-20INCH-PP-00047,SPUN BONDED CARTRIDGE FILTER RATING 10 MICRON LENGTH 20 INCH MATERIAL PP DOE TYPE FOR INDUSTRIAL PROCESS LIQUIDS,FILTERS-CONSUMABLES,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,540.75,99,535
MAT-696081,CPSE-NTPC,Thermal Power Generation,NTPC-SINGRAULI-STPS-2000MW,MCB 32A 4P C CURVE 10KA,mcb 32a 4p c curve 10ka,CNMC-ELE-MCB-32A-4P-C-00048,MINIATURE CIRCUIT BREAKER 32A 4P 240/415V 10KA SHORT CKT CAPACITY C-CURVE TRIP IS/IEC 60898-1,ELECTRICAL-SWITCHGEAR,EA,EA,EXACT_DUPLICATE,0.95,PENDING_REVIEW,PRICE_SPREAD_WARNING,1631.71,3,12
MAT-645077,CPSE-SAIL,Steel & Metals,SAIL-BHILAI-STEEL-PLANT,MCB 32A 4P C CURVE 10KA,mcb 32a 4p c curve 10ka,CNMC-ELE-MCB-32A-4P-C-00048,MINIATURE CIRCUIT BREAKER 32A 4P 240/415V 10KA SHORT CKT CAPACITY C-CURVE TRIP IS/IEC 60898-1,ELECTRICAL-SWITCHGEAR,EA,EA,EXACT_DUPLICATE,0.95,PENDING_REVIEW,PRICE_SPREAD_WARNING,2101.94,7,19
MAT-174740,CPSE-BHEL,Heavy Electrical Engineering,BHEL-TRICHY-BOILER-PLANT,DIFF PRESSURE TRANSMITTER 0-2500 MMWC 4-,diff pressure transmitter 0-2500 mmwc 4-,CNMC-INS-XMTR-DIFFPRESSURE-0-2500MMWC-4-20MAHART-00049,SMART DIFF PRESSURE TRANSMITTER RANGE 0-2500 MMWC OUTPUT 4-20MA HART DIAPHRAGM SS316L PROCESS CONN 1/2 INCH NPT ACCURACY 0.065%,INSTRUMENTATION-CONTROL,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,85201.26,1,5
MAT-684111,CPSE-SAIL,Steel & Metals,SAIL-IISCO-BURNPUR,BEARING SPH ROLLER 22318K C3,bearing sph roller 22318k c3,CNMC-BRG-SPH-22318K-C3-00050,SPHERICAL ROLLER BEARING 90X190X64MM TAPERED BORE 1:12 C3 CLEARANCE BRASS CAGE DIN 635 / ISO 15,MRO-BEARINGS,EA,EA,EXACT_DUPLICATE,0.95,PENDING_REVIEW,PRICE_SPREAD_WARNING,21411.18,15,53
MAT-785276,CPSE-SAIL,Steel & Metals,SAIL-ROURKELA-STEEL-PLANT,BEARING SPH ROLLER 22318K C3,bearing sph roller 22318k c3,CNMC-BRG-SPH-22318K-C3-00050,SPHERICAL ROLLER BEARING 90X190X64MM TAPERED BORE 1:12 C3 CLEARANCE BRASS CAGE DIN 635 / ISO 15,MRO-BEARINGS,EA,EA,EXACT_DUPLICATE,0.95,PENDING_REVIEW,PRICE_SPREAD_WARNING,25811.19,2,16
MAT-327779,CPSE-NTPC,Thermal Power Generation,NTPC-VINDHYACHAL-STPS-4760MW,PIPE SMLS SS 2 INCH SCH40S ASTM A312 TP3,pipe smls ss 2 inch sch40s astm a312 tp3,CNMC-PIPE-2INCH-SCH40S-ASTMA312TP316L-00051,SEAMLESS PIPE SIZE 2 INCH WALL THICKNESS SCH40S MATERIAL ASTM A312 TP316L ASME B36.10M / B36.19M,PIPING-TUBES,MTR,MTR,UNIQUE,1.0,AUTO_APPROVED,,3183.2,8,21
MAT-465316,CPSE-IOCL,Refining & Petrochemicals,IOCL-PARADIP-REFINERY,FLANGE BLRF 4 INCH 150# A105,flange blrf 4 inch 150# a105,CNMC-FLG-BLRF-4INCH-150#-A105-00052,FORGED CARBON STEEL FLANGE BLRF SIZE 4 INCH CLASS 150# ASTM A105 ASME B16.5,PIPING-FITTINGS,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,2793.29,3,10
MAT-313661,CPSE-NTPC,Thermal Power Generation,NTPC-RAMAGUNDAM-STPS-2600MW,BEARING SPH ROLLER 22222 C3,bearing sph roller 22222 c3,CNMC-BRG-SPH-22222-C3-00053,SPHERICAL ROLLER BEARING 110X200X53MM CYLINDRICAL BORE C3 CLEARANCE BRASS CAGE DIN 635 / ISO 15,MRO-BEARINGS,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,15850.56,1,9
MAT-683201,CPSE-CIL,Coal Mining & Extraction,CIL-NCL-SINGRAULI-MINES,BEARING SPH ROLLER 22220K NORMAL,bearing sph roller 22220k normal,CNMC-BRG-SPH-22220K-NORMAL-00054,SPHERICAL ROLLER BEARING 100X180X46MM TAPERED BORE 1:12 NORMAL CLEARANCE BRASS CAGE DIN 635 / ISO 15,MRO-BEARINGS,EA,EA,EXACT_DUPLICATE,0.95,PENDING_REVIEW,PRICE_SPREAD_WARNING,10899.5,8,46
MAT-560965,CPSE-ONGC,Oil & Gas Upstream,ONGC-MUMBAI-HIGH-OFFSHORE,Brg Sph Roller 22220K Normal,brg sph roller 22220k normal,CNMC-BRG-SPH-22220K-NORMAL-00054,SPHERICAL ROLLER BEARING 100X180X46MM TAPERED BORE 1:12 NORMAL CLEARANCE BRASS CAGE DIN 635 / ISO 15,MRO-BEARINGS,EA,EA,EXACT_DUPLICATE,0.95,PENDING_REVIEW,PRICE_SPREAD_WARNING,10715.81,15,72
MAT-601682,CPSE-IOCL,Refining & Petrochemicals,IOCL-GUJARAT-KOYALI-REFINERY,BRG SPH ROLLER 22220K NORMAL,brg sph roller 22220k normal,CNMC-BRG-SPH-22220K-NORMAL-00054,SPHERICAL ROLLER BEARING 100X180X46MM TAPERED BORE 1:12 NORMAL CLEARANCE BRASS CAGE DIN 635 / ISO 15,MRO-BEARINGS,EA,EA,EXACT_DUPLICATE,0.95,PENDING_REVIEW,PRICE_SPREAD_WARNING,12494.34,8,23
MAT-744836,CPSE-NTPC,Thermal Power Generation,NTPC-SINGRAULI-STPS-2000MW,SWING CHECK VALVE 4 INCH 150# WCB,swing check valve 4 inch 150# wcb,CNMC-VLV-CHECK-4INCH-150#-WCB-00055,SWING CHECK NON RETURN VALVE 4 INCH CLASS 150# FLANGED RF BODY WCB TRIM 8 BS 1868 / ASME B16.34,PIPING-VALVES,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,23401.95,12,54
MAT-706260,CPSE-IOCL,Refining & Petrochemicals,IOCL-GUJARAT-KOYALI-REFINERY,CONTACTOR 70A 3P 230VAC 3TF48,contactor 70a 3p 230vac 3tf48,CNMC-ELE-CONT-70A-3TF48-230V-00056,3-POLE POWER CONTACTOR 70A AC-3 415V CONTROL COIL 230V AC 50HZ 1NO+1NC CONTACTS IEC 60947-4-1,ELECTRICAL-SWITCHGEAR,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,8963.54,12,32
MAT-132314,CPSE-CIL,Coal Mining & Extraction,CIL-SECL-BILASPUR-MINES,MCCB 630A 3P 50KA THERM-MAG,mccb 630a 3p 50ka therm-mag,CNMC-ELE-MCCB-630A-3P-50KA-00057,MOULDED CASE CIRCUIT BREAKER 630A 3P 415V AC 50KA THERMAL MAGNETIC TRIP UNIT IEC 60947-2,ELECTRICAL-SWITCHGEAR,EA,EA,EXACT_DUPLICATE,0.95,PENDING_REVIEW,PRICE_SPREAD_WARNING,66741.6,0,3
MAT-705363,CPSE-ONGC,Oil & Gas Upstream,ONGC-RAJAHMUNDRY-ASSET,MCCB 630A 3P 50KA THERM-MAG,mccb 630a 3p 50ka therm-mag,CNMC-ELE-MCCB-630A-3P-50KA-00057,MOULDED CASE CIRCUIT BREAKER 630A 3P 415V AC 50KA THERMAL MAGNETIC TRIP UNIT IEC 60947-2,ELECTRICAL-SWITCHGEAR,EA,EA,EXACT_DUPLICATE,0.95,PENDING_REVIEW,PRICE_SPREAD_WARNING,51849.88,1,5
MAT-212247,CPSE-BHEL,Heavy Electrical Engineering,BHEL-HARIDWAR-HEEP,BALL VALVE 3 INCH 150# WCB FLGD,ball valve 3 inch 150# wcb flgd,CNMC-VLV-BALL-3INCH-150#-WCB-00058,3-PIECE BALL VALVE FULL BORE 3 INCH CLASS 150# FLANGED BODY WCB PTFE SEAT LEVER OPERATED BS 5351 / ASME B16.34,PIPING-VALVES,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,21888.01,25,83
MAT-336539,CPSE-BHEL,Heavy Electrical Engineering,BHEL-BHOPAL-HEP,BEARING BALL 6205 OPEN C3,bearing ball 6205 open c3,CNMC-BRG-DGBB-6205-OPEN-00059,DEEP GROOVE BALL BEARING 25X52X15MM OPEN TYPE C3 CLEARANCE ISO 15 IS 6455,MRO-BEARINGS,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,338.37,8,23
MAT-655621,CPSE-CIL,Coal Mining & Extraction,CIL-NCL-SINGRAULI-MINES,STUD BOLT 1-1/4 INCH X 200MM B7 W/2NUTS ,stud bolt 1-1/4 inch x 200mm b7 w/2nuts ,CNMC-FAS-STUD-1-14INCHX200MM-B7-2H-00060,HIGH TENSILE ALLOY STEEL STUD BOLT 1-1/4 INCH X 200MM ASTM A193 B7 WITH 2 HEAVY HEX NUTS ASTM A194 2H,HARDWARE-FASTENERS,SET,SET,UNIQUE,1.0,AUTO_APPROVED,,1409.93,260,875
MAT-227376,CPSE-NTPC,Thermal Power Generation,NTPC-VINDHYACHAL-STPS-4760MW,BEARING BALL 6310 ZZ C3,bearing ball 6310 zz c3,CNMC-BRG-DGBB-6310-ZZ-00061,DEEP GROOVE BALL BEARING 50X110X27MM METAL SHIELDS BOTH SIDES C3 CLEARANCE ISO 15 IS 6455,MRO-BEARINGS,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,2163.73,1,3
MAT-394559,CPSE-IOCL,Refining & Petrochemicals,IOCL-GUJARAT-KOYALI-REFINERY,PIPE SMLS SS 2 INCH SCH10S ASTM A312 TP3,pipe smls ss 2 inch sch10s astm a312 tp3,CNMC-PIPE-2INCH-SCH10S-ASTMA312TP304L-00062,SEAMLESS PIPE SIZE 2 INCH WALL THICKNESS SCH10S MATERIAL ASTM A312 TP304L ASME B36.10M / B36.19M,PIPING-TUBES,MTR,MTR,UNIQUE,1.0,AUTO_APPROVED,,2100.05,15,47
MAT-885939,CPSE-ONGC,Oil & Gas Upstream,ONGC-MUMBAI-HIGH-OFFSHORE,GATE VALVE 2 INCH 150# CF8M FLGD,gate valve 2 inch 150# cf8m flgd,CNMC-VLV-GATE-2INCH-150#-CF8M-00063,GATE VALVE 2 INCH CLASS 150# FLANGED RF OS&Y RISING STEM BODY CF8M TRIM 8 API 600 / API 602 / ASME B16.34,PIPING-VALVES,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,25153.54,6,26
MAT-753755,CPSE-CIL,Coal Mining & Extraction,CIL-SECL-BILASPUR-MINES,BALL VALVE 2 INCH 150# WCB FLGD,ball valve 2 inch 150# wcb flgd,CNMC-VLV-BALL-2INCH-150#-WCB-00064,3-PIECE BALL VALVE FULL BORE 2 INCH CLASS 150# FLANGED BODY WCB PTFE SEAT LEVER OPERATED BS 5351 / ASME B16.34,PIPING-VALVES,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,6968.45,4,19
MAT-716794,CPSE-SAIL,Steel & Metals,SAIL-ROURKELA-STEEL-PLANT,BEARING BALL 6312 2RS1 C3,bearing ball 6312 2rs1 c3,CNMC-BRG-DGBB-6312-2RS1-00065,DEEP GROOVE BALL BEARING 60X130X31MM RUBBER SEALS BOTH SIDES C3 CLEARANCE ISO 15 IS 6455,MRO-BEARINGS,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,2895.51,11,26
MAT-822138,CPSE-NTPC,Thermal Power Generation,NTPC-KORBA-SUPER-THERMAL,RTD PT100 DUPLEX CL-A 6X600MM,rtd pt100 duplex cl-a 6x600mm,CNMC-INS-RTD-PT100-DUPLEX-600MM-00066,RESISTANCE TEMPERATURE DETECTOR DUPLEX PT100 3-WIRE CLASS A SHEATH OD 6MM LENGTH 600MM SS316 IEC 60751,INSTRUMENTATION-CONTROL,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,6067.48,1,5
MAT-294326,CPSE-BHEL,Heavy Electrical Engineering,BHEL-HYDERABAD-HPEP,CABLE LT XLPE 1.1KV 3.5C X 240 SQMM AL A,cable lt xlpe 1.1kv 3.5c x 240 sqmm al a,CNMC-CBL-LTXLPE-3.5CX240SQMM-1.1KV-00067,1.1KV GRADE 3.5C X 240 SQMM STRANDED ALUMINIUM CONDUCTOR XLPE INSULATED GALVANIZED STEEL ARMOURED PVC SHEATHED IS 7098,ELECTRICAL-CABLES,MTR,MTR,UNIQUE,1.0,AUTO_APPROVED,,5025.02,7,20
MAT-577197,CPSE-NTPC,Thermal Power Generation,NTPC-SINGRAULI-STPS-2000MW,BEARING BALL 6210 ZZ C3,bearing ball 6210 zz c3,CNMC-BRG-DGBB-6210-ZZ-00068,DEEP GROOVE BALL BEARING 50X90X20MM METAL SHIELDS BOTH SIDES C3 CLEARANCE ISO 15 IS 6455,MRO-BEARINGS,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,1282.49,8,32
MAT-973003,CPSE-SAIL,Steel & Metals,SAIL-ROURKELA-STEEL-PLANT,HEX HEAD BOLT M16 X 80MM GR 8.8,hex head bolt m16 x 80mm gr 8.8,CNMC-FAS-BOLT-M16X80MM-8.8-00069,HEXAGONAL HEAD BOLT HIGH TENSILE M16 X 80MM LENGTH PROPERTY CLASS 8.8 IS 1364 / ISO 4014 GALVANIZED,HARDWARE-FASTENERS,NO,NO,UNIQUE,1.0,AUTO_APPROVED,,86.96,241,818
MAT-899547,CPSE-NTPC,Thermal Power Generation,NTPC-RAMAGUNDAM-STPS-2600MW,GATE VALVE 4 INCH 300# WCB FLGD,gate valve 4 inch 300# wcb flgd,CNMC-VLV-GATE-4INCH-300#-WCB-00070,GATE VALVE 4 INCH CLASS 300# FLANGED RF OS&Y RISING STEM BODY WCB TRIM 8 API 600 / API 602 / ASME B16.34,PIPING-VALVES,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,43639.86,0,3
MAT-661131,CPSE-BHEL,Heavy Electrical Engineering,BHEL-BHOPAL-HEP,BEARING SPH ROLLER 22316K NORMAL,bearing sph roller 22316k normal,CNMC-BRG-SPH-22316K-NORMAL-00071,SPHERICAL ROLLER BEARING 80X170X58MM TAPERED BORE 1:12 NORMAL CLEARANCE BRASS CAGE DIN 635 / ISO 15,MRO-BEARINGS,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,14938.56,2,12
MAT-337248,CPSE-BHEL,Heavy Electrical Engineering,BHEL-HYDERABAD-HPEP,CARTRIDGE FILTER 25 MICRON 10 INCH PP,cartridge filter 25 micron 10 inch pp,CNMC-FLTR-CART-25MICRON-10INCH-PP-00072,SPUN BONDED CARTRIDGE FILTER RATING 25 MICRON LENGTH 10 INCH MATERIAL PP DOE TYPE FOR INDUSTRIAL PROCESS LIQUIDS,FILTERS-CONSUMABLES,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,207.45,43,183
MAT-473983,CPSE-SAIL,Steel & Metals,SAIL-DURGAPUR-STEEL-PLANT,SPIRAL WOUND GASKET 1 INCH 150# SS304/GR,spiral wound gasket 1 inch 150# ss304/gr,CNMC-SEAL-SPRL-1INCH-150#-SS304-00073,SPIRAL WOUND METALLIC GASKET 1 INCH CLASS 150# CENTERING RING CS INNER RING SS304 GRAPHITE FILLER ASME B16.20,GASKETS-SEALING-PRODUCTS,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,236.35,169,528
MAT-998683,CPSE-CIL,Coal Mining & Extraction,CIL-MCL-SAMBALPUR-MINES,BEARING SPH ROLLER 22314 C3,bearing sph roller 22314 c3,CNMC-BRG-SPH-22314-C3-00074,SPHERICAL ROLLER BEARING 70X150X51MM CYLINDRICAL BORE C3 CLEARANCE BRASS CAGE DIN 635 / ISO 15,MRO-BEARINGS,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,10383.3,7,31
MAT-782537,CPSE-BHEL,Heavy Electrical Engineering,BHEL-HYDERABAD-HPEP,BEARING SPH ROLLER 22216 NORMAL,bearing sph roller 22216 normal,CNMC-BRG-SPH-22216-NORMAL-00075,SPHERICAL ROLLER BEARING 80X140X33MM CYLINDRICAL BORE NORMAL CLEARANCE BRASS CAGE DIN 635 / ISO 15,MRO-BEARINGS,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,6157.31,4,16
MAT-478790,CPSE-IOCL,Refining & Petrochemicals,IOCL-HALDIA-REFINERY,MCB 32A 1P C CURVE 10KA,mcb 32a 1p c curve 10ka,CNMC-ELE-MCB-32A-1P-C-00076,MINIATURE CIRCUIT BREAKER 32A 1P 240/415V 10KA SHORT CKT CAPACITY C-CURVE TRIP IS/IEC 60898-1,ELECTRICAL-SWITCHGEAR,EA,EA,EXACT_DUPLICATE,0.95,AUTO_APPROVED,PRICE_SPREAD_WARNING,351.0,13,36
MAT-184878,CPSE-BHEL,Heavy Electrical Engineering,BHEL-HYDERABAD-HPEP,MCB 32A 1P C CURVE 10KA,mcb 32a 1p c curve 10ka,CNMC-ELE-MCB-32A-1P-C-00076,MINIATURE CIRCUIT BREAKER 32A 1P 240/415V 10KA SHORT CKT CAPACITY C-CURVE TRIP IS/IEC 60898-1,ELECTRICAL-SWITCHGEAR,EA,EA,EXACT_DUPLICATE,0.95,AUTO_APPROVED,PRICE_SPREAD_WARNING,292.76,4,26
MAT-717772,CPSE-ONGC,Oil & Gas Upstream,ONGC-ANKLESHWAR-ASSET,Mcb 32A 1P C Curve 10Ka,mcb 32a 1p c curve 10ka,CNMC-ELE-MCB-32A-1P-C-00076,MINIATURE CIRCUIT BREAKER 32A 1P 240/415V 10KA SHORT CKT CAPACITY C-CURVE TRIP IS/IEC 60898-1,ELECTRICAL-SWITCHGEAR,EA,EA,EXACT_DUPLICATE,0.95,AUTO_APPROVED,PRICE_SPREAD_WARNING,309.07,21,53
MAT-426368,CPSE-ONGC,Oil & Gas Upstream,ONGC-URAN-PROCESSING-PLANT,GATE VALVE 1 INCH 150# A105 FLGD,gate valve 1 inch 150# a105 flgd,CNMC-VLV-GATE-1INCH-150#-A105-00077,GATE VALVE 1 INCH CLASS 150# FLANGED RF OS&Y RISING STEM BODY A105 TRIM 8 API 600 / API 602 / ASME B16.34,PIPING-VALVES,EA,EA,EXACT_DUPLICATE,0.95,AUTO_APPROVED,PRICE_SPREAD_WARNING,4785.42,5,13
MAT-665950,CPSE-IOCL,Refining & Petrochemicals,IOCL-GUJARAT-KOYALI-REFINERY,GATE VALVE 1 IN 150# A105 FLGD,gate valve 1 in 150# a105 flgd,CNMC-VLV-GATE-1INCH-150#-A105-00077,GATE VALVE 1 INCH CLASS 150# FLANGED RF OS&Y RISING STEM BODY A105 TRIM 8 API 600 / API 602 / ASME B16.34,PIPING-VALVES,EA,EA,EXACT_DUPLICATE,0.95,AUTO_APPROVED,PRICE_SPREAD_WARNING,5647.97,7,18
MAT-619792,CPSE-ONGC,Oil & Gas Upstream,ONGC-RAJAHMUNDRY-ASSET,SPIRAL WOUND GASKET 6 INCH 150# SS304/GR,spiral wound gasket 6 inch 150# ss304/gr,CNMC-SEAL-SPRL-6INCH-150#-SS304-00078,SPIRAL WOUND METALLIC GASKET 6 INCH CLASS 150# CENTERING RING CS INNER RING SS304 GRAPHITE FILLER ASME B16.20,GASKETS-SEALING-PRODUCTS,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,1021.85,46,198
MAT-822865,CPSE-ONGC,Oil & Gas Upstream,ONGC-URAN-PROCESSING-PLANT,PRESSURE TRANSMITTER 0-40 BAR 4-20MA HAR,pressure transmitter 0-40 bar 4-20ma har,CNMC-INS-XMTR-PRESSURE-0-40BAR-4-20MAHART-00079,SMART PRESSURE TRANSMITTER RANGE 0-40 BAR OUTPUT 4-20MA HART DIAPHRAGM SS316L PROCESS CONN 1/2 INCH NPT ACCURACY 0.065%,INSTRUMENTATION-CONTROL,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,52270.37,0,1
MAT-446096,CPSE-NTPC,Thermal Power Generation,NTPC-KORBA-SUPER-THERMAL,BEARING SPH ROLLER 22216K C3,bearing sph roller 22216k c3,CNMC-BRG-SPH-22216K-C3-00080,SPHERICAL ROLLER BEARING 80X140X33MM TAPERED BORE 1:12 C3 CLEARANCE BRASS CAGE DIN 635 / ISO 15,MRO-BEARINGS,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,6711.48,10,31
MAT-301741,CPSE-IOCL,Refining & Petrochemicals,IOCL-HALDIA-REFINERY,BEARING BALL 6305 ZZ C3,bearing ball 6305 zz c3,CNMC-BRG-DGBB-6305-ZZ-00081,DEEP GROOVE BALL BEARING 25X62X17MM METAL SHIELDS BOTH SIDES C3 CLEARANCE ISO 15 IS 6455,MRO-BEARINGS,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,537.78,11,30
MAT-724652,CPSE-IOCL,Refining & Petrochemicals,IOCL-GUJARAT-KOYALI-REFINERY,PRESSURE GAUGE 0-16 KG/CM2 DIAL 100MM,pressure gauge 0-16 kg/cm2 dial 100mm,CNMC-INS-GAUGE-0-16KGCM2-100MM-00082,INDUSTRIAL BOURDON TUBE PRESSURE GAUGE RANGE 0-16 KG/CM2 DIAL 100MM BOTTOM MOUNT 1/2 INCH NPT CASE SS304 IP65 ASME B40.100,INSTRUMENTATION-CONTROL,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,2865.91,9,24
MAT-616646,CPSE-CIL,Coal Mining & Extraction,CIL-SECL-BILASPUR-MINES,PRESSURE TRANSMITTER 0-40 BAR 4-20MA HAR,pressure transmitter 0-40 bar 4-20ma har,CNMC-INS-XMTR-PRESSURE-0-40BAR-4-20MAHART-00083,SMART PRESSURE TRANSMITTER RANGE 0-40 BAR OUTPUT 4-20MA HART DIAPHRAGM SS316L PROCESS CONN 1/2 INCH NPT ACCURACY 0.065%,INSTRUMENTATION-CONTROL,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,67057.05,0,3
MAT-665414,CPSE-ONGC,Oil & Gas Upstream,ONGC-ANKLESHWAR-ASSET,CABLE LT XLPE 1.1KV 3.5C X 240 SQMM AL A,cable lt xlpe 1.1kv 3.5c x 240 sqmm al a,CNMC-CBL-LTXLPE-3.5CX240SQMM-1.1KV-00084,1.1KV GRADE 3.5C X 240 SQMM STRANDED ALUMINIUM CONDUCTOR XLPE INSULATED GALVANIZED STEEL ARMOURED PVC SHEATHED IS 7098,ELECTRICAL-CABLES,MTR,MTR,UNIQUE,1.0,AUTO_APPROVED,,5706.53,2,7
MAT-936096,CPSE-CIL,Coal Mining & Extraction,CIL-SECL-BILASPUR-MINES,BEARING BALL 6204 OPEN C3,bearing ball 6204 open c3,CNMC-BRG-DGBB-6204-OPEN-00085,DEEP GROOVE BALL BEARING 20X47X14MM OPEN TYPE C3 CLEARANCE ISO 15 IS 6455,MRO-BEARINGS,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,236.3,6,17
MAT-672172,CPSE-NTPC,Thermal Power Generation,NTPC-DADRI-POWER-STATION,BEARING BALL 6314 2RS1 C3,bearing ball 6314 2rs1 c3,CNMC-BRG-DGBB-6314-2RS1-00086,DEEP GROOVE BALL BEARING 70X150X35MM RUBBER SEALS BOTH SIDES C3 CLEARANCE ISO 15 IS 6455,MRO-BEARINGS,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,4454.61,6,18
MAT-231484,CPSE-SAIL,Steel & Metals,SAIL-BOKARO-STEEL-PLANT,BEARING BALL 6310 OPEN C3,bearing ball 6310 open c3,CNMC-BRG-DGBB-6310-OPEN-00087,DEEP GROOVE BALL BEARING 50X110X27MM OPEN TYPE C3 CLEARANCE ISO 15 IS 6455,MRO-BEARINGS,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,1967.65,3,12
MAT-269146,CPSE-BHEL,Heavy Electrical Engineering,BHEL-BHOPAL-HEP,PIPE SMLS CS 2 INCH SCH40 ASTM A106 GR B,pipe smls cs 2 inch sch40 astm a106 gr b,CNMC-PIPE-2INCH-SCH40-ASTMA106GRB-00088,SEAMLESS PIPE SIZE 2 INCH WALL THICKNESS SCH40 MATERIAL ASTM A106 GR B ASME B36.10M / B36.19M,PIPING-TUBES,MTR,MTR,UNIQUE,1.0,AUTO_APPROVED,,771.88,5,21
MAT-518603,CPSE-CIL,Coal Mining & Extraction,CIL-MCL-SAMBALPUR-MINES,DIFF PRESSURE TRANSMITTER 0-10000 MMWC 4,diff pressure transmitter 0-10000 mmwc 4,CNMC-INS-XMTR-DIFFPRESSURE-0-10000MMWC-4-20MAHART-00089,SMART DIFF PRESSURE TRANSMITTER RANGE 0-10000 MMWC OUTPUT 4-20MA HART DIAPHRAGM SS316L PROCESS CONN 1/2 INCH NPT ACCURACY 0.065%,INSTRUMENTATION-CONTROL,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,91460.91,1,5
MAT-607264,CPSE-BHEL,Heavy Electrical Engineering,BHEL-TRICHY-BOILER-PLANT,CARTRIDGE FILTER 25 MICRON 10 INCH PP,cartridge filter 25 micron 10 inch pp,CNMC-FLTR-CART-25MICRON-10INCH-PP-00090,SPUN BONDED CARTRIDGE FILTER RATING 25 MICRON LENGTH 10 INCH MATERIAL PP DOE TYPE FOR INDUSTRIAL PROCESS LIQUIDS,FILTERS-CONSUMABLES,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,255.04,377,1126
MAT-744964,CPSE-SAIL,Steel & Metals,SAIL-BHILAI-STEEL-PLANT,BEARING BALL 6205 ZZ C3,bearing ball 6205 zz c3,CNMC-BRG-DGBB-6205-ZZ-00091,DEEP GROOVE BALL BEARING 25X52X15MM METAL SHIELDS BOTH SIDES C3 CLEARANCE ISO 15 IS 6455,MRO-BEARINGS,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,338.06,8,28
MAT-199330,CPSE-NTPC,Thermal Power Generation,NTPC-KORBA-SUPER-THERMAL,MCCB 100A 3P 25KA THERM-MAG,mccb 100a 3p 25ka therm-mag,CNMC-ELE-MCCB-100A-3P-25KA-00092,MOULDED CASE CIRCUIT BREAKER 100A 3P 415V AC 25KA THERMAL MAGNETIC TRIP UNIT IEC 60947-2,ELECTRICAL-SWITCHGEAR,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,10410.35,9,30
MAT-192489,CPSE-NTPC,Thermal Power Generation,NTPC-KORBA-SUPER-THERMAL,BALL VALVE 1 INCH 300# CF8M FLGD,ball valve 1 inch 300# cf8m flgd,CNMC-VLV-BALL-1INCH-300#-CF8M-00093,3-PIECE BALL VALVE FULL BORE 1 INCH CLASS 300# FLANGED BODY CF8M PTFE SEAT LEVER OPERATED BS 5351 / ASME B16.34,PIPING-VALVES,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,5562.62,8,23
